time,av_autocorr,av_autocorr_echo,sqrt_av_autocorr_echo,forward_upper_env,forward_lower_env,echo_upper_env,echo_lower_env,sqrt_echo_upper_env,sqrt_echo_lower_env
0,0.68359375,0.736328125,0.8580956386091239,0.687669342252533,0.3382111164098256,0.736328125,0.7131400842209712,0.8580956386091239,0.8432918108556834
1,-0.689453125,0.6484375,0.8052561704203204,0.6914291920100326,-0.689453125,0.6672651967223212,0.6484375,0.8152864454159607,0.8029102428527828
2,0.6796875,0.6171875,0.7856128181235335,0.6796875,-0.7554389108667532,0.6171875,0.5762466159619354,0.7856128181235335,0.7548562989279173
3,-0.634765625,0.52734375,0.7261843774138906,0.6347750905255568,-0.6671992629168452,0.5549839859401481,0.512242483290328,0.7432958310147415,0.7121788803902475
4,0.587890625,0.525390625,0.7248383440464501,0.5910443717137528,-0.567863618656967,0.525390625,0.4580388115544752,0.7248383440464501,0.6746930456984532
5,-0.548828125,0.41015625,0.6404344228724749,0.557374125160077,-0.548828125,0.4626966965688296,0.41015625,0.6792787471423019,0.6404344228724749
6,0.537109375,0.419921875,0.6480137922914913,0.5429028153619435,-0.4953431348605095,0.421643091087356,0.372345701326124,0.6489717040739201,0.6106394579733276
7,-0.435546875,0.341796875,0.5846339666834284,0.5415637096222996,-0.4497965017267619,0.3908824275496769,0.33748516640562,0.6251902080732881,0.5817260386801979
8,0.5390625,0.310546875,0.557267328128969,0.5390625,-0.4343767084784122,0.3637932884795779,0.3057082884408001,0.6031811903231094,0.5533305090551616
9,-0.44140625,0.275390625,0.5247767382420833,0.4796780135272516,-0.44140625,0.3386878732105832,0.275390625,0.5818790084881779,0.524392261485811
10,0.412109375,0.314453125,0.5607612014039488,0.41768715746489,-0.42478945645568067,0.314453125,0.24580746027860242,0.5607612014039488,0.4943904304196341
11,-0.408203125,0.287109375,0.5358258812338202,0.3707479253486403,-0.4157794937891356,0.29003664105067034,0.2169483208076884,0.5386231086089143,0.463777866410073
12,0.345703125,0.259765625,0.5096720759468778,0.35494772276521935,-0.4205200550926089,0.2653372279842369,0.18970240383446893,0.5155562128872595,0.4335471103119023
13,-0.4296875,0.16796875,0.409839907768875,0.3643790837259472,-0.4296875,0.24030881662647552,0.16500799974065783,0.49096566291737365,0.4047922412504068
14,0.380859375,0.142578125,0.3775951866748304,0.380859375,-0.3872688996475949,0.21503141559657818,0.142578125,0.464464408851076,0.3775951866748304
15,-0.337890625,0.16015625,0.40019526483955303,0.3502779302505176,-0.3434439709313929,0.18959624882830395,0.12625894307598953,0.43568151456775805,0.3553738374124629
16,0.310546875,0.1640625,0.4050462936504913,0.3127165326437997,-0.3117961529217186,0.1642301790538997,0.11222504415796894,0.4050462936504913,0.33517958976644024
17,-0.294921875,0.111328125,0.3336586953759785,0.2790501280639943,-0.2969630161944939,0.13984953599829786,0.10078407624336627,0.3722160856011474,0.3173995578438149
18,0.255859375,0.10546875,0.3247595264191645,0.26024676356661136,-0.2884759217568522,0.11861409828653655,0.09101046264822273,0.34249739496487125,0.3013868105138333
19,-0.27734375,0.08203125,0.28641098093474,0.2526291562859563,-0.27734375,0.10333950732721053,0.08195682248439765,0.32037173194941315,0.2862114920102126
20,0.24609375,0.09375,0.30618621784789724,0.24609375,-0.25336892007855943,0.09638664279612794,0.07259616330118723,0.3101893332078569,0.26955804990785825
21,-0.240234375,0.0625,0.25,0.21583967886103256,-0.2529564778278157,0.09715023974949294,0.061762630438352395,0.3116191374355065,0.24694247883618098
22,0.189453125,0.1015625,0.31868871959954903,0.19873390325035065,-0.27846059296563036,0.1015625,0.047560442908328934,0.31868871959954903,0.21320442977478093
23,-0.306640625,0.02734375,0.16535945694153692,0.20173312017998257,-0.306640625,0.09945115216189265,0.02734375,0.31580523966825946,0.16535945694153692
24,0.212890625,0.02734375,0.16535945694153692,0.212890625,-0.24380081929425493,0.09343636764792186,0.02141666563321542,0.30624489206494054,0.13958382621204674
25,-0.1796875,0.01171875,0.10825317547305482,0.19598312756251818,-0.20067238507033314,0.08300466664487743,0.01171875,0.2883516533750873,0.10825317547305482
26,0.19140625,0.029296875,0.1711632992203644,0.20521156607704405,-0.2064779884375262,0.06967896736236752,0.00645041383916891,0.26357527765750965,0.0925909530369033
27,-0.25,0.0546875,0.23385358667337133,0.22425491020731952,-0.25,0.055903971465059266,0.00577759802386158,0.2355995299838678,0.09177562798889566
28,0.212890625,0.044921875,0.21194781197266463,0.212890625,-0.23005933245967103,0.044921875,0.01212986291793232,0.21194781197266463,0.11402088973951414
29,-0.146484375,0.025390625,0.15934435979977452,-0.056218935351851435,-0.17452929905699086,0.030416689967988155,0.02144857054292243,0.1728108721321231,0.1459033760560028
